4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06,4.65E-06
